3,1,4,RandomBot,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
4,1,4,RandomBot,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0
3,1,4,Deceiver,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Deceiver,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1
4,1,4,RuleFollower,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0
4,1,4,Jammer,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1
3,1,4,LoggerBot,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
4,1,4,Jammer,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1
5,1,4,Jammer,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0
3,2,4,Deceiver,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1
5,1,4,Jammer,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0
4,1,4,RandomBot,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0
5,1,4,Paranoid,1,0,0,1,0,0,0,0,2,2,1,0,0,1,0
3,1,4,Hippie,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
4,1,4,Paranoid,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0
3,1,4,RandomBot,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4,1,4,LoggerBot,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1
4,1,4,Jammer,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
4,3,4,LoggerBot,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0
3,1,4,Deceiver,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3,1,4,RandomBot,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0
4,1,4,RuleFollower,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0
3,2,4,Paranoid,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
3,1,4,Deceiver,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
4,1,4,LoggerBot,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1
5,2,4,Paranoid,4,2,0,1,0,0,0,0,1,3,2,1,0,0,0
5,1,4,Hippie,2,2,2,1,0,1,1,0,0,0,0,0,0,0,1
4,1,4,LoggerBot,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
5,1,4,RuleFollower,0,0,2,1,1,0,0,0,1,0,0,0,0,0,1
3,1,4,RuleFollower,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
4,1,4,Hippie,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
3,1,4,LoggerBot,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4,1,4,RandomBot,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0
3,1,4,RuleFollower,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0
4,1,4,Paranoid,2,1,0,1,0,0,0,0,4,0,0,1,0,0,0
4,1,4,LoggerBot,2,2,1,1,1,0,1,0,0,0,0,0,0,0,1
4,1,4,Paranoid,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
4,1,4,RandomBot,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0
4,1,4,LoggerBot,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
5,1,4,Hippie,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0
3,1,4,LoggerBot,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,1,4,RuleFollower,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1
3,1,4,LoggerBot,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1
4,1,4,RandomBot,2,1,2,0,1,0,0,0,1,1,0,0,0,0,1
4,1,4,RandomBot,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
4,1,4,Neighbor,2,2,0,0,0,0,0,0,2,1,1,0,0,0,1
3,1,4,RandomBot,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
3,2,4,Deceiver,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1
4,1,4,Hippie,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1
4,1,4,LoggerBot,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
4,2,4,LoggerBot,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1
3,1,4,Hippie,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
5,1,4,Jammer,2,2,2,1,1,0,0,1,0,0,0,0,0,0,1
4,1,4,RandomBot,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
3,1,4,LoggerBot,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4,1,4,Hippie,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
3,1,4,RandomBot,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5,1,4,RuleFollower,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0
3,1,4,LoggerBot,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
5,1,4,Deceiver,2,1,3,0,0,1,0,0,0,1,0,0,0,0,0
5,1,4,LoggerBot,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1
5,2,4,RandomBot,0,0,0,1,1,1,0,0,3,0,3,0,1,0,1
4,2,4,Jammer,1,1,1,2,0,0,2,0,0,0,0,0,0,0,0
4,1,4,Jammer,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
3,1,4,Hippie,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
3,1,4,Deceiver,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
3,1,4,LoggerBot,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,1,4,Neighbor,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
4,1,4,RandomBot,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
4,1,4,LoggerBot,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0
3,1,4,Neighbor,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1
4,2,4,LoggerBot,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1
4,1,4,Deceiver,2,1,3,0,0,1,0,0,0,1,0,0,0,0,1
4,1,4,Deceiver,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
4,1,4,Deceiver,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Hippie,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0
3,1,4,Jammer,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3,1,4,Jammer,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5,1,4,LoggerBot,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
3,1,4,Deceiver,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
5,1,4,Hippie,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0
3,1,4,LoggerBot,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1
4,1,4,Neighbor,2,2,0,1,0,0,0,0,4,0,0,1,0,0,1
4,1,4,Jammer,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0
3,1,4,RandomBot,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1
3,1,4,Paranoid,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4,1,4,RuleFollower,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
4,1,4,LoggerBot,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
5,3,4,LoggerBot,0,0,2,1,4,1,1,0,0,0,0,0,0,0,0
5,1,4,RandomBot,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1
3,1,4,RandomBot,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,1,4,LoggerBot,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
5,1,4,Jammer,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0
5,1,4,Deceiver,2,0,3,0,0,1,0,0,0,0,1,0,0,0,0
4,1,4,Neighbor,1,1,0,0,0,0,0,0,1,1,0,2,0,0,1
3,1,4,Hippie,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4,1,4,Hippie,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0
4,1,4,RuleFollower,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0
5,1,4,Hippie,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0
3,1,4,Jammer,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
3,1,4,RandomBot,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0
3,1,4,Neighbor,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
4,1,4,Hippie,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1
4,1,4,LoggerBot,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3,1,4,LoggerBot,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1
3,1,4,Neighbor,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
4,1,4,LoggerBot,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
5,1,4,RuleFollower,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0
4,1,4,Deceiver,3,1,2,0,1,0,0,0,0,1,0,0,0,0,1
3,1,4,RandomBot,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
3,1,4,LoggerBot,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
3,1,4,Jammer,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
3,1,4,Jammer,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4,RandomBot,0,0,1,1,1,0,0,0,2,1,0,0,0,0,1
3,1,4,LoggerBot,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Paranoid,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1
3,1,4,Deceiver,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Deceiver,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
3,3,4,Neighbor,1,1,0,0,1,0,0,0,2,0,2,0,0,0,0
5,1,4,LoggerBot,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0
5,1,4,Jammer,2,2,3,0,1,0,0,1,0,0,0,0,0,0,1
3,1,4,Hippie,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
5,2,4,Paranoid,1,0,1,0,0,0,0,0,1,3,2,1,0,0,0
4,1,4,LoggerBot,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3,1,4,Deceiver,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3,1,4,LoggerBot,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
5,1,4,RuleFollower,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0
5,1,4,LoggerBot,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0
3,1,4,Hippie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5,1,4,Neighbor,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0
3,1,4,RuleFollower,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Hippie,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1
4,1,4,Jammer,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1
4,1,4,Jammer,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0
3,1,4,LoggerBot,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
4,1,4,LoggerBot,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
3,1,4,Hippie,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5,1,4,Neighbor,1,1,0,0,0,0,1,0,2,1,1,0,0,0,1
3,1,4,Deceiver,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
5,1,4,Neighbor,1,1,0,0,0,1,0,0,2,1,1,0,0,0,1
4,1,4,RandomBot,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1
3,1,4,LoggerBot,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5,1,4,LoggerBot,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1
4,1,4,Neighbor,2,2,0,0,0,0,0,0,1,0,2,1,0,0,1
5,1,4,LoggerBot,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0
5,1,4,RandomBot,1,1,1,1,0,0,1,0,2,2,0,0,0,0,0
4,1,4,Jammer,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1
4,1,4,Jammer,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1
3,1,4,Neighbor,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
5,2,4,Jammer,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0
5,1,4,Deceiver,2,2,0,1,0,1,0,0,3,0,0,0,0,0,1
3,1,4,Jammer,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
5,1,4,Neighbor,3,2,1,0,0,1,0,0,2,1,0,0,0,0,1
3,1,4,RuleFollower,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0
5,2,4,Jammer,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1
4,1,4,LoggerBot,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1
3,1,4,Neighbor,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3,1,4,Neighbor,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
4,1,4,LoggerBot,2,2,1,0,2,2,0,0,0,0,0,0,0,0,1
4,1,4,RandomBot,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
4,1,4,Paranoid,3,2,0,0,0,0,0,0,2,1,0,1,0,0,0
4,1,4,Paranoid,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0
4,2,4,LoggerBot,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1
3,1,4,Jammer,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4,1,4,Neighbor,2,2,1,0,1,0,0,0,0,2,0,0,0,0,0
4,1,4,RandomBot,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0
4,1,4,Neighbor,2,1,1,0,1,1,0,0,2,0,0,0,0,0,1
3,1,4,Hippie,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
3,1,4,Paranoid,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
3,1,4,Hippie,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4,1,4,Jammer,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0
5,1,4,Neighbor,3,1,0,1,0,0,1,0,2,2,0,0,0,0,0
4,3,4,RandomBot,1,0,1,0,1,0,0,1,2,0,1,0,0,1,0
3,1,4,Hippie,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Jammer,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
5,1,4,LoggerBot,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0
4,1,4,RandomBot,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1
4,1,4,LoggerBot,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
5,1,4,Neighbor,3,1,1,0,0,1,0,0,1,0,1,1,0,0,0
3,1,4,LoggerBot,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
3,1,4,Neighbor,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
3,1,4,LoggerBot,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4,1,4,Paranoid,2,1,0,0,0,0,0,0,1,1,1,0,1,0,0
4,1,4,LoggerBot,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Hippie,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1
4,1,4,RandomBot,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
4,1,4,Paranoid,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0
3,1,4,RuleFollower,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
4,1,4,RandomBot,1,0,1,2,0,0,0,0,3,1,0,1,0,0,0
3,1,4,Hippie,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
3,1,4,RandomBot,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1
4,1,4,Jammer,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
5,1,4,Hippie,2,2,2,1,1,0,0,1,0,0,0,0,0,0,1
4,1,4,LoggerBot,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0
4,1,4,Jammer,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
3,1,4,LoggerBot,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1
4,1,4,Jammer,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0
4,1,4,Deceiver,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0
4,1,4,Paranoid,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0
4,1,4,LoggerBot,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0
5,1,4,RuleFollower,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0
4,1,4,Neighbor,1,1,0,1,0,0,0,0,4,0,0,1,1,0,0
3,1,4,Paranoid,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0
3,1,4,Neighbor,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
5,1,4,Jammer,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0
4,2,4,Deceiver,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
4,1,4,RandomBot,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1
4,1,4,Hippie,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
4,1,4,Hippie,2,2,2,0,2,0,1,0,0,0,0,0,0,0,1
4,2,4,RuleFollower,2,1,2,2,1,0,0,0,1,0,0,0,0,0,0
3,1,4,RandomBot,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
3,1,4,Deceiver,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
4,5,4,RuleFollower,1,1,2,1,0,0,2,0,0,0,0,2,1,0,0
5,2,4,LoggerBot,2,2,3,1,0,0,2,0,0,0,0,0,0,0,1
5,1,4,Hippie,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1
3,1,4,Deceiver,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
4,2,4,RuleFollower,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0
4,1,4,RandomBot,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
4,1,4,LoggerBot,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
3,1,4,RandomBot,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3,1,4,Hippie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
4,1,4,Hippie,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
4,1,4,RandomBot,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
4,1,4,RuleFollower,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1
4,2,4,LoggerBot,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1
4,1,4,LoggerBot,2,2,1,0,2,0,1,0,0,0,0,0,0,0,1
5,1,4,RandomBot,3,1,1,0,1,0,0,0,1,0,1,1,0,0,1
4,1,4,LoggerBot,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
5,1,4,Deceiver,1,1,0,0,2,0,0,0,2,1,0,0,0,0,1
4,1,4,Neighbor,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1
3,1,4,Paranoid,2,2,0,0,0,0,0,0,1,3,0,0,0,0,1
3,1,4,LoggerBot,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
3,1,4,RuleFollower,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1
3,1,4,RandomBot,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4,1,4,Neighbor,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0
4,1,4,RandomBot,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1
5,1,4,LoggerBot,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0
5,1,4,Hippie,3,2,3,0,2,1,0,0,0,0,0,0,0,0,0
5,2,4,Jammer,0,0,1,3,0,2,0,0,0,0,0,0,0,0,1
4,1,4,Paranoid,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0
4,1,4,Paranoid,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1
4,1,4,LoggerBot,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1
4,1,4,Deceiver,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0
3,1,4,Jammer,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
5,1,4,LoggerBot,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1
5,2,4,Paranoid,1,1,0,1,0,0,0,0,2,1,1,1,1,0,1
3,1,4,LoggerBot,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
3,1,4,Neighbor,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
4,1,4,Paranoid,2,1,0,0,0,0,0,0,1,1,1,0,1,0,0
5,1,4,RuleFollower,3,1,1,2,0,1,0,0,1,0,0,1,0,0,0
3,1,4,Hippie,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
3,3,4,Neighbor,1,0,1,0,0,0,0,0,7,0,0,0,0,0,1
5,1,4,RuleFollower,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0
3,1,4,Paranoid,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
3,1,4,Hippie,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
4,1,4,Deceiver,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0
3,1,4,Neighbor,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0
4,1,4,RuleFollower,2,2,1,1,1,0,0,0,1,0,0,0,0,0,1
4,1,4,Neighbor,2,2,0,0,0,0,0,0,2,0,1,1,0,0,0
4,1,4,Jammer,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,LoggerBot,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0
3,1,4,Hippie,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
4,1,4,Deceiver,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0
4,1,4,RandomBot,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
3,1,4,Jammer,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
3,1,4,Deceiver,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
4,1,4,Paranoid,1,1,0,0,0,0,1,0,1,3,0,0,0,0,1
4,1,4,Deceiver,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
4,1,4,LoggerBot,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0
4,1,4,Neighbor,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1
5,1,4,RuleFollower,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0
4,3,4,Neighbor,2,1,1,0,0,0,0,1,4,1,2,0,1,0,0
5,1,4,Hippie,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0
4,1,4,Neighbor,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
5,1,4,Hippie,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1
4,4,4,RandomBot,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0
5,1,4,RuleFollower,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0
4,1,4,LoggerBot,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1
4,1,4,Paranoid,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
5,1,4,Paranoid,2,2,0,0,0,0,1,0,3,0,1,0,0,0,1
4,1,4,RuleFollower,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
4,2,4,Paranoid,1,1,0,1,0,0,0,0,4,0,0,2,0,0,0
4,3,4,RuleFollower,2,1,2,1,1,1,0,0,0,0,0,2,0,0,0
3,1,4,RandomBot,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
5,1,4,RuleFollower,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0
4,1,4,RuleFollower,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0
3,1,4,Hippie,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
4,1,4,Jammer,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0
4,1,4,Hippie,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0
4,1,4,Deceiver,2,2,0,0,1,0,0,1,2,0,0,0,0,0,1
4,1,4,LoggerBot,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
4,1,4,Deceiver,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
4,1,4,RandomBot,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1
5,1,4,RuleFollower,1,1,2,0,1,0,0,1,1,1,0,0,0,0,1
3,1,4,Deceiver,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
4,1,4,Jammer,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
3,1,4,Deceiver,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5,1,4,LoggerBot,1,1,2,0,2,1,0,0,0,0,0,0,0,0,1
4,1,4,RuleFollower,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
3,1,4,Hippie,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3,1,4,Deceiver,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4,1,4,Paranoid,1,1,0,0,1,0,0,0,2,1,1,0,0,0,1
3,1,4,RuleFollower,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4,1,4,LoggerBot,2,2,2,2,0,1,0,0,0,0,0,0,0,0,1
4,2,4,RandomBot,2,1,1,1,0,1,0,0,0,1,0,1,1,0,1
4,1,4,RandomBot,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0
3,1,4,Neighbor,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
5,1,4,Deceiver,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0
5,1,4,Neighbor,4,2,1,0,1,0,1,0,1,1,0,0,0,0,0
3,1,4,Jammer,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3,1,4,RandomBot,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
3,1,4,LoggerBot,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
4,1,4,Jammer,2,2,1,2,0,1,0,0,0,0,0,0,0,0,1
5,1,4,Hippie,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1
4,2,4,Deceiver,1,1,2,0,0,1,0,0,1,0,0,1,0,0,1
3,1,4,Hippie,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
5,3,4,Paranoid,2,1,0,1,0,0,0,0,3,0,1,2,1,0,0
5,1,4,Deceiver,2,0,1,2,0,0,1,0,0,0,1,0,0,0,0
5,1,4,RandomBot,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0
4,1,4,Paranoid,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0
4,1,4,Hippie,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
5,5,4,Paranoid,2,2,0,0,1,1,0,0,3,1,0,2,2,0,1
3,1,4,Paranoid,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
4,1,4,LoggerBot,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
